date,bess,dg,load,pv_actual,time,local_time,pv_potential_pu,pv_potential,excess_potential_kw,excess_energy_kwh,utilisation_ratio
2025-01-01 00:15:00,21.0,0.0,0.0,0.0,2025-01-01 00:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:30:00,21.24,0.0,0.0,0.0,2025-01-01 00:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 00:45:00,21.23,0.0,0.0,0.0,2025-01-01 00:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:00:00,21.22,0.0,0.0,0.0,2025-01-01 01:00:00,2024-12-31 23:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:15:00,23.4,0.0,0.0,0.0,2025-01-01 01:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:30:00,25.53,0.0,0.0,0.0,2025-01-01 01:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 01:45:00,21.08,0.0,0.0,0.0,2025-01-01 01:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:00:00,21.13,0.0,0.0,0.0,2025-01-01 02:00:00,2025-01-01 00:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:15:00,21.1,0.0,0.0,0.0,2025-01-01 02:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:30:00,20.99,0.0,0.0,0.0,2025-01-01 02:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 02:45:00,21.04,0.0,0.0,0.0,2025-01-01 02:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:00:00,21.01,0.0,0.0,0.0,2025-01-01 03:00:00,2025-01-01 01:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:15:00,21.01,0.0,0.0,0.0,2025-01-01 03:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:30:00,20.95,0.0,0.0,0.0,2025-01-01 03:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 03:45:00,20.74,0.0,0.0,0.0,2025-01-01 03:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:00:00,20.81,0.0,0.0,0.0,2025-01-01 04:00:00,2025-01-01 02:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:15:00,20.8,0.0,0.0,0.0,2025-01-01 04:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:30:00,21.05,0.0,0.0,0.0,2025-01-01 04:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 04:45:00,20.87,0.0,0.0,0.0,2025-01-01 04:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:00:00,21.0,0.0,0.0,0.0,2025-01-01 05:00:00,2025-01-01 03:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:15:00,21.01,0.0,0.0,0.0,2025-01-01 05:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:30:00,21.01,0.0,0.0,0.0,2025-01-01 05:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 05:45:00,20.91,0.0,0.0,0.0,2025-01-01 05:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 06:00:00,21.02,0.0,,0.0,2025-01-01 06:00:00,2025-01-01 04:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 06:15:00,20.91,0.0,0.0,0.0,2025-01-01 06:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 06:30:00,20.8,0.0,0.0,0.0,2025-01-01 06:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 06:45:00,20.35,0.0,0.0,0.34,2025-01-01 06:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 07:00:00,8.21,0.0,0.0,11.33,2025-01-01 07:00:00,2025-01-01 05:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 07:15:00,-25.26,0.0,0.0,41.38,2025-01-01 07:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 07:30:00,-79.98,0.0,0.0,90.66,2025-01-01 07:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 07:45:00,-158.83,0.0,0.0,163.96,2025-01-01 07:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 08:00:00,-254.11,0.0,0.0,252.91,2025-01-01 08:00:00,2025-01-01 06:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 08:15:00,-380.48,0.0,0.0,366.19,2025-01-01 08:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 08:30:00,-505.75,0.0,0.0,480.1,2025-01-01 08:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 08:45:00,-633.67,0.0,0.0,600.2,2025-01-01 08:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 09:00:00,-48.45,0.0,0.0,65.86,2025-01-01 09:00:00,2025-01-01 07:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 09:15:00,8.77,0.0,0.0,10.39,2025-01-01 09:15:00,,0.0025,3.0,0.0,0.0,3.4633333333333334
2025-01-01 09:30:00,4.45,0.0,0.0,10.3,2025-01-01 09:30:00,,0.005,6.0,0.0,0.0,1.7166666666666668
2025-01-01 09:45:00,4.6,0.0,0.0,10.28,2025-01-01 09:45:00,,0.0075,9.0,0.0,0.0,1.1422222222222222
2025-01-01 10:00:00,4.75,0.0,0.0,10.26,2025-01-01 10:00:00,2025-01-01 08:00,0.01,12.0,1.7400000000000002,0.43500000000000005,0.855
2025-01-01 10:15:00,4.99,0.0,0.0,10.16,2025-01-01 10:15:00,,0.0135,16.2,6.039999999999999,1.5099999999999998,0.6271604938271605
2025-01-01 10:30:00,5.3,0.0,0.0,10.12,2025-01-01 10:30:00,,0.017,20.4,10.28,2.57,0.49607843137254903
2025-01-01 10:45:00,5.34,0.0,0.0,9.99,2025-01-01 10:45:00,,0.0205,24.6,14.610000000000001,3.6525000000000003,0.40609756097560973
2025-01-01 11:00:00,5.56,0.0,0.0,9.95,2025-01-01 11:00:00,2025-01-01 09:00,0.024,28.8,18.85,4.7125,0.3454861111111111
2025-01-01 11:15:00,5.68,0.0,0.0,9.98,2025-01-01 11:15:00,,0.03275,39.3,29.319999999999997,7.329999999999999,0.25394402035623415
2025-01-01 11:30:00,8.65,0.0,0.0,9.92,2025-01-01 11:30:00,,0.041499999999999995,49.8,39.879999999999995,9.969999999999999,0.1991967871485944
2025-01-01 11:45:00,14.2,0.0,0.0,12.16,2025-01-01 11:45:00,,0.050249999999999996,60.3,48.14,12.035,0.20165837479270315
2025-01-01 12:00:00,2.95,0.0,0.0,12.79,2025-01-01 12:00:00,2025-01-01 10:00,0.059,70.8,58.01,14.5025,0.1806497175141243
2025-01-01 12:15:00,2.99,0.0,0.0,12.74,2025-01-01 12:15:00,,0.06999999999999999,84.0,71.26,17.815,0.15166666666666667
2025-01-01 12:30:00,2.92,0.0,0.0,12.8,2025-01-01 12:30:00,,0.08099999999999999,97.19999999999999,84.39999999999999,21.099999999999998,0.13168724279835392
2025-01-01 12:45:00,3.18,0.0,0.0,12.68,2025-01-01 12:45:00,,0.092,110.39999999999999,97.72,24.43,0.11485507246376812
2025-01-01 13:00:00,3.31,0.0,0.0,12.68,2025-01-01 13:00:00,2025-01-01 11:00,0.103,123.6,110.91999999999999,27.729999999999997,0.10258899676375405
2025-01-01 13:15:00,3.47,0.0,0.0,12.82,2025-01-01 13:15:00,,0.10625,127.5,114.68,28.67,0.10054901960784314
2025-01-01 13:30:00,3.57,0.0,0.0,12.74,2025-01-01 13:30:00,,0.1095,131.4,118.66000000000001,29.665000000000003,0.09695585996955859
2025-01-01 13:45:00,3.64,0.0,0.0,12.74,2025-01-01 13:45:00,,0.11275,135.3,122.56000000000002,30.640000000000004,0.0941611234294161
2025-01-01 14:00:00,3.79,0.0,0.0,12.79,2025-01-01 14:00:00,2025-01-01 12:00,0.116,139.20000000000002,126.41000000000003,31.602500000000006,0.09188218390804596
2025-01-01 14:15:00,4.0,0.0,0.0,12.74,2025-01-01 14:15:00,,0.10400000000000001,124.80000000000001,112.06000000000002,28.015000000000004,0.10208333333333333
2025-01-01 14:30:00,3.97,0.0,0.0,12.74,2025-01-01 14:30:00,,0.092,110.4,97.66000000000001,24.415000000000003,0.11539855072463767
2025-01-01 14:45:00,3.94,0.0,0.0,12.79,2025-01-01 14:45:00,,0.08,96.00000000000001,83.21000000000001,20.802500000000002,0.13322916666666665
2025-01-01 15:00:00,10.09,0.0,0.0,12.9,2025-01-01 15:00:00,2025-01-01 13:00,0.068,81.60000000000001,68.7,17.175,0.15808823529411764
2025-01-01 15:15:00,9.87,0.0,0.0,12.96,2025-01-01 15:15:00,,0.06725,80.7,67.74000000000001,16.935000000000002,0.16059479553903347
2025-01-01 15:30:00,8.71,0.0,0.0,13.0,2025-01-01 15:30:00,,0.0665,79.80000000000001,66.80000000000001,16.700000000000003,0.16290726817042603
2025-01-01 15:45:00,3.65,0.0,0.0,13.03,2025-01-01 15:45:00,,0.06575,78.9,65.87,16.4675,0.16514575411913812
2025-01-01 16:00:00,3.63,0.0,0.0,13.07,2025-01-01 16:00:00,2025-01-01 14:00,0.065,78.0,64.93,16.2325,0.16756410256410256
2025-01-01 16:15:00,4.01,0.0,0.0,12.99,2025-01-01 16:15:00,,0.059250000000000004,71.1,58.10999999999999,14.527499999999998,0.18270042194092828
2025-01-01 16:30:00,3.75,0.0,0.0,12.97,2025-01-01 16:30:00,,0.053500000000000006,64.2,51.230000000000004,12.807500000000001,0.20202492211838005
2025-01-01 16:45:00,5.09,0.0,0.0,12.89,2025-01-01 16:45:00,,0.04775,57.300000000000004,44.410000000000004,11.102500000000001,0.22495636998254798
2025-01-01 17:00:00,11.34,0.0,0.0,12.8,2025-01-01 17:00:00,2025-01-01 15:00,0.042,50.400000000000006,37.60000000000001,9.400000000000002,0.25396825396825395
2025-01-01 17:15:00,9.22,0.0,0.0,12.64,2025-01-01 17:15:00,,0.0315,37.800000000000004,25.160000000000004,6.290000000000001,0.33439153439153435
2025-01-01 17:30:00,5.09,0.0,0.0,12.56,2025-01-01 17:30:00,,0.021,25.200000000000003,12.640000000000002,3.1600000000000006,0.49841269841269836
2025-01-01 17:45:00,6.82,0.0,0.0,12.59,2025-01-01 17:45:00,,0.010500000000000002,12.600000000000001,0.010000000000001563,0.002500000000000391,0.9992063492063491
2025-01-01 18:00:00,4.92,0.0,0.0,12.6,2025-01-01 18:00:00,2025-01-01 16:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 18:15:00,4.06,0.0,0.0,12.16,2025-01-01 18:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 18:30:00,16.75,0.0,0.0,5.25,2025-01-01 18:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 18:45:00,23.43,0.0,0.0,-0.45,2025-01-01 18:45:00,,0.0,0.0,0.45,0.1125,0.0
2025-01-01 19:00:00,22.16,0.0,0.0,0.0,2025-01-01 19:00:00,2025-01-01 17:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 19:15:00,21.9,0.0,0.0,0.0,2025-01-01 19:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 19:30:00,21.87,0.0,0.0,0.0,2025-01-01 19:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 19:45:00,21.91,0.0,0.0,0.0,2025-01-01 19:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 20:00:00,21.94,0.0,0.0,0.0,2025-01-01 20:00:00,2025-01-01 18:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 20:15:00,21.87,0.0,0.0,0.0,2025-01-01 20:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 20:30:00,21.85,0.0,0.0,0.0,2025-01-01 20:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 20:45:00,21.78,0.0,0.0,0.0,2025-01-01 20:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 21:00:00,21.67,0.0,0.0,0.0,2025-01-01 21:00:00,2025-01-01 19:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 21:15:00,21.48,0.0,0.0,0.0,2025-01-01 21:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 21:30:00,21.36,0.0,0.0,0.0,2025-01-01 21:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 21:45:00,21.28,0.0,0.0,0.0,2025-01-01 21:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 22:00:00,21.36,0.0,0.0,0.0,2025-01-01 22:00:00,2025-01-01 20:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 22:15:00,21.45,0.0,0.0,0.0,2025-01-01 22:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 22:30:00,22.2,0.0,0.0,0.0,2025-01-01 22:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 22:45:00,27.78,0.0,0.0,0.0,2025-01-01 22:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 23:00:00,24.76,0.0,0.0,0.0,2025-01-01 23:00:00,2025-01-01 21:00,0.0,0.0,0.0,0.0,0.0
2025-01-01 23:15:00,21.33,0.0,0.0,0.0,2025-01-01 23:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 23:30:00,21.13,0.0,0.0,0.0,2025-01-01 23:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-01 23:45:00,21.15,0.0,0.0,0.0,2025-01-01 23:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 00:00:00,21.14,0.0,0.0,0.0,2025-01-02 00:00:00,2025-01-01 22:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 00:15:00,21.07,0.0,0.0,0.0,2025-01-02 00:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 00:30:00,21.1,0.0,0.0,0.0,2025-01-02 00:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 00:45:00,21.1,0.0,0.0,0.0,2025-01-02 00:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 01:00:00,21.0,0.0,0.0,0.0,2025-01-02 01:00:00,2025-01-01 23:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 01:15:00,21.22,0.0,0.0,0.0,2025-01-02 01:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 01:30:00,21.24,0.0,0.0,0.0,2025-01-02 01:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 01:45:00,21.21,0.0,0.0,0.0,2025-01-02 01:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 02:00:00,21.14,0.0,0.0,0.0,2025-01-02 02:00:00,2025-01-02 00:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 02:15:00,21.04,0.0,0.0,0.0,2025-01-02 02:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 02:30:00,21.09,0.0,0.0,0.0,2025-01-02 02:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 02:45:00,21.07,0.0,0.0,0.0,2025-01-02 02:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 03:00:00,21.07,0.0,0.0,0.0,2025-01-02 03:00:00,2025-01-02 01:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 03:15:00,20.98,0.0,0.0,0.0,2025-01-02 03:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 03:30:00,20.93,0.0,0.0,0.0,2025-01-02 03:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 03:45:00,20.99,0.0,0.0,0.0,2025-01-02 03:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 04:00:00,20.96,0.0,0.0,0.0,2025-01-02 04:00:00,2025-01-02 02:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 04:15:00,20.93,0.0,0.0,0.0,2025-01-02 04:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 04:30:00,20.72,0.0,0.0,0.0,2025-01-02 04:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 04:45:00,20.77,0.0,0.0,0.0,2025-01-02 04:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 05:00:00,20.98,0.0,0.0,0.0,2025-01-02 05:00:00,2025-01-02 03:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 05:15:00,20.86,0.0,0.0,0.0,2025-01-02 05:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 05:30:00,20.84,0.0,0.0,0.0,2025-01-02 05:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 05:45:00,20.92,0.0,0.0,0.0,2025-01-02 05:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 06:00:00,20.87,0.0,0.0,0.0,2025-01-02 06:00:00,2025-01-02 04:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 06:15:00,20.88,0.0,0.0,0.0,2025-01-02 06:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 06:30:00,20.98,0.0,0.0,0.0,2025-01-02 06:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 06:45:00,23.78,0.0,0.0,0.19,2025-01-02 06:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 07:00:00,8.9,0.0,0.0,13.11,2025-01-02 07:00:00,2025-01-02 05:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 07:15:00,-33.44,0.0,0.0,48.76,2025-01-02 07:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 07:30:00,-91.31,0.0,0.0,103.52,2025-01-02 07:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 07:45:00,-169.27,0.0,0.0,177.47,2025-01-02 07:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 08:00:00,-270.32,0.0,0.0,268.03,2025-01-02 08:00:00,2025-01-02 06:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 08:15:00,-393.76,0.0,0.0,376.16,2025-01-02 08:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 08:30:00,-97.04,0.0,0.0,111.16,2025-01-02 08:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 08:45:00,-10.99,0.0,0.0,27.48,2025-01-02 08:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 09:00:00,-9.4,0.0,0.0,23.29,2025-01-02 09:00:00,2025-01-02 07:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 09:15:00,4.42,0.0,0.0,10.39,2025-01-02 09:15:00,,0.01425,17.1,6.710000000000001,1.6775000000000002,0.6076023391812865
2025-01-02 09:30:00,4.66,0.0,0.0,10.36,2025-01-02 09:30:00,,0.0285,34.2,23.840000000000003,5.960000000000001,0.3029239766081871
2025-01-02 09:45:00,5.5,0.0,0.0,9.74,2025-01-02 09:45:00,,0.04275,51.300000000000004,41.56,10.39,0.1898635477582846
2025-01-02 10:00:00,5.04,0.0,0.0,10.28,2025-01-02 10:00:00,2025-01-02 08:00,0.057,68.4,58.120000000000005,14.530000000000001,0.1502923976608187
2025-01-02 10:15:00,5.71,0.0,0.0,9.69,2025-01-02 10:15:00,,0.078,93.6,83.91,20.9775,0.10352564102564103
2025-01-02 10:30:00,2.11,0.0,0.0,17.78,2025-01-02 10:30:00,,0.099,118.8,101.02,25.255,0.14966329966329966
2025-01-02 10:45:00,1.57,0.0,0.0,15.86,2025-01-02 10:45:00,,0.12,144.0,128.14,32.035,0.11013888888888888
2025-01-02 11:00:00,5.74,0.0,0.0,10.08,2025-01-02 11:00:00,2025-01-02 09:00,0.141,169.2,159.11999999999998,39.779999999999994,0.059574468085106386
2025-01-02 11:15:00,-8.95,0.0,0.0,23.44,2025-01-02 11:15:00,,0.15725,188.7,165.26,41.315,0.12421833598304188
2025-01-02 11:30:00,9.34,0.0,0.0,6.92,2025-01-02 11:30:00,,0.1735,208.2,201.28,50.32,0.033237271853986554
2025-01-02 11:45:00,-10.59,0.0,0.0,25.12,2025-01-02 11:45:00,,0.18974999999999997,227.7,202.57999999999998,50.644999999999996,0.11032059727711903
2025-01-02 12:00:00,2.81,0.0,0.0,12.86,2025-01-02 12:00:00,2025-01-02 10:00,0.206,247.2,234.33999999999997,58.584999999999994,0.05202265372168285
2025-01-02 12:15:00,2.91,0.0,0.0,12.82,2025-01-02 12:15:00,,0.20825,249.89999999999998,237.07999999999998,59.269999999999996,0.05130052020808324
2025-01-02 12:30:00,3.11,0.0,0.0,12.75,2025-01-02 12:30:00,,0.2105,252.6,239.85,59.9625,0.050475059382422804
2025-01-02 12:45:00,9.03,0.0,0.0,12.78,2025-01-02 12:45:00,,0.21275,255.3,242.52,60.63,0.05005875440658049
2025-01-02 13:00:00,-8.06,0.0,0.0,27.44,2025-01-02 13:00:00,2025-01-02 11:00,0.215,258.0,230.56,57.64,0.10635658914728682
2025-01-02 13:15:00,6.71,0.0,0.0,9.77,2025-01-02 13:15:00,,0.209,250.8,241.03,60.2575,0.03895534290271132
2025-01-02 13:30:00,-9.41,0.0,0.0,24.63,2025-01-02 13:30:00,,0.203,243.60000000000002,218.97000000000003,54.74250000000001,0.10110837438423644
2025-01-02 13:45:00,7.46,0.0,0.0,9.43,2025-01-02 13:45:00,,0.197,236.4,226.97,56.7425,0.039890016920473774
2025-01-02 14:00:00,-7.83,0.0,0.0,32.14,2025-01-02 14:00:00,2025-01-02 12:00,0.191,229.20000000000002,197.06,49.265,0.14022687609075044
2025-01-02 14:15:00,6.6,0.0,0.0,18.09,2025-01-02 14:15:00,,0.179,214.8,196.71,49.1775,0.08421787709497207
2025-01-02 14:30:00,-9.16,0.0,0.0,24.6,2025-01-02 14:30:00,,0.16699999999999998,200.4,175.8,43.95,0.12275449101796408
2025-01-02 14:45:00,7.11,0.0,0.0,9.62,2025-01-02 14:45:00,,0.155,186.0,176.38,44.095,0.051720430107526874
2025-01-02 15:00:00,-5.85,0.0,0.0,21.78,2025-01-02 15:00:00,2025-01-02 13:00,0.143,171.6,149.82,37.455,0.12692307692307694
2025-01-02 15:15:00,-15.31,0.0,0.0,30.29,2025-01-02 15:15:00,,0.12575,150.9,120.61000000000001,30.152500000000003,0.20072895957587805
2025-01-02 15:30:00,-12.11,0.0,0.0,27.34,2025-01-02 15:30:00,,0.10849999999999999,130.2,102.85999999999999,25.714999999999996,0.2099846390168971
2025-01-02 15:45:00,-7.34,0.0,0.0,28.75,2025-01-02 15:45:00,,0.09125,109.5,80.75,20.1875,0.2625570776255708
2025-01-02 16:00:00,-1.45,0.0,0.0,20.84,2025-01-02 16:00:00,2025-01-02 14:00,0.074,88.8,67.96,16.99,0.2346846846846847
2025-01-02 16:15:00,2.57,0.0,0.0,13.95,2025-01-02 16:15:00,,0.0625,75.0,61.05,15.2625,0.186
2025-01-02 16:30:00,-1.37,0.0,0.0,17.6,2025-01-02 16:30:00,,0.051,61.2,43.6,10.9,0.28758169934640526
2025-01-02 16:45:00,-1.82,0.0,0.0,17.89,2025-01-02 16:45:00,,0.03949999999999999,47.4,29.509999999999998,7.3774999999999995,0.3774261603375528
2025-01-02 17:00:00,-6.69,0.0,0.0,27.11,2025-01-02 17:00:00,2025-01-02 15:00,0.028,33.6,6.490000000000002,1.6225000000000005,0.806845238095238
2025-01-02 17:15:00,-2.16,0.0,0.0,26.14,2025-01-02 17:15:00,,0.021,25.200000000000003,0.0,0.0,1.0373015873015872
2025-01-02 17:30:00,-1.19,0.0,0.0,20.27,2025-01-02 17:30:00,,0.014,16.8,0.0,0.0,1.206547619047619
2025-01-02 17:45:00,-5.97,0.0,0.0,24.34,2025-01-02 17:45:00,,0.006999999999999999,8.399999999999999,0.0,0.0,2.897619047619048
2025-01-02 18:00:00,-5.14,0.0,0.0,22.16,2025-01-02 18:00:00,2025-01-02 16:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 18:15:00,-4.8,0.0,0.0,20.14,2025-01-02 18:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 18:30:00,15.24,0.0,0.0,6.64,2025-01-02 18:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 18:45:00,23.59,0.0,0.0,-1.08,2025-01-02 18:45:00,,0.0,0.0,1.08,0.27,0.0
2025-01-02 19:00:00,22.12,0.0,0.0,0.0,2025-01-02 19:00:00,2025-01-02 17:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 19:15:00,21.99,0.0,0.0,0.0,2025-01-02 19:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 19:30:00,21.88,0.0,0.0,0.0,2025-01-02 19:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 19:45:00,21.86,0.0,0.0,0.0,2025-01-02 19:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 20:00:00,21.85,0.0,0.0,0.0,2025-01-02 20:00:00,2025-01-02 18:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 20:15:00,21.81,0.0,0.0,0.0,2025-01-02 20:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 20:30:00,21.73,0.0,0.0,0.0,2025-01-02 20:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 20:45:00,21.7,0.0,0.0,0.0,2025-01-02 20:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 21:00:00,21.69,0.0,0.0,0.0,2025-01-02 21:00:00,2025-01-02 19:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 21:15:00,21.6,0.0,0.0,0.0,2025-01-02 21:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 21:30:00,21.44,0.0,0.0,0.0,2025-01-02 21:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 21:45:00,21.42,0.0,0.0,0.0,2025-01-02 21:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 22:00:00,21.39,0.0,0.0,0.0,2025-01-02 22:00:00,2025-01-02 20:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 22:15:00,21.3,0.0,0.0,0.0,2025-01-02 22:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 22:30:00,21.44,0.0,0.0,0.0,2025-01-02 22:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 22:45:00,21.41,0.0,0.0,0.0,2025-01-02 22:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 23:00:00,26.42,0.0,0.0,0.0,2025-01-02 23:00:00,2025-01-02 21:00,0.0,0.0,0.0,0.0,0.0
2025-01-02 23:15:00,23.19,0.0,0.0,0.0,2025-01-02 23:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 23:30:00,21.43,0.0,0.0,0.0,2025-01-02 23:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-02 23:45:00,21.4,0.0,0.0,0.0,2025-01-02 23:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-03 00:00:00,21.25,0.0,0.0,0.0,2025-01-03 00:00:00,2025-01-02 22:00,0.0,0.0,0.0,0.0,0.0
2025-01-03 00:15:00,21.4,0.0,0.0,0.0,2025-01-03 00:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-03 00:30:00,21.39,0.0,0.0,0.0,2025-01-03 00:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-03 00:45:00,21.35,0.0,0.0,0.0,2025-01-03 00:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-03 01:00:00,21.33,0.0,0.0,0.0,2025-01-03 01:00:00,2025-01-02 23:00,0.0,0.0,0.0,0.0,0.0
2025-01-03 01:15:00,21.2,0.0,0.0,0.0,2025-01-03 01:15:00,,0.0,0.0,0.0,0.0,0.0
2025-01-03 01:30:00,21.05,0.0,0.0,0.0,2025-01-03 01:30:00,,0.0,0.0,0.0,0.0,0.0
2025-01-03 01:45:00,21.12,0.0,0.0,0.0,2025-01-03 01:45:00,,0.0,0.0,0.0,0.0,0.0
2025-01-03 02:00:00,21.01,0.0,0.0,0.0,2025-01-03 02:00:00,2025-01-03 00:00,0.0,0.0,0.0,0.0,0.0
